iter	Passed	Remaining
1660	70362	353252
1661	70381	353093
1662	70393	352899
1663	70410	352728
1664	70429	352572
1665	70445	352397
1666	70470	352268
1667	70510	352212
1668	70531	352063
1669	70545	351883
1670	70565	351729
1671	70578	351542
1672	70591	351353
1673	70743	351857
1674	70763	351706
1675	70784	351559
1676	70925	352003
1677	70962	351938
1678	70988	351814
1679	71014	351692
1680	71035	351543
1681	71056	351396
1682	71083	351279
1683	71111	351163
1684	71138	351050
1685	71161	350911
1686	71188	350793
1687	71215	350676
1688	71247	350584
1689	71268	350436
1690	71279	350244
1691	71293	350064
1692	71318	349937
1693	71345	349818
1694	71365	349669
1695	71387	349529
1696	71413	349407
1697	71439	349287
1698	71465	349166
1699	71491	349045
1700	71517	348925
1701	71538	348780
1702	71564	348661
1703	71590	348542
1704	71630	348490
1705	71658	348379
1706	71669	348184
1707	71679	347991
1708	71690	347798
1709	71702	347611
1710	71717	347438
1711	71731	347262
1712	71746	347086
1713	71756	346894
1714	71768	346707
1715	71780	346519
1716	71792	346334
1717	71811	346182
1718	71822	345993
1719	71842	345844
1720	71851	345649
1721	71869	345489
1722	71882	345313
1723	71897	345139
1724	71913	344974
1725	71933	344832
1726	71954	344690
1727	71971	344529
1728	71985	344355
1729	72014	344255
1730	72027	344076
1731	72050	343947
1732	72068	343789
1733	72091	343659
1734	72121	343566
1735	72137	343402
1736	72155	343249
1737	72173	343094
1738	72188	342925
1739	72208	342784
1740	72241	342703
1741	72271	342605
1742	72291	342461
1743	72304	342287
1744	72326	342153
1745	72361	342080
1746	72373	341900
1747	72391	341749
1748	72406	341581
1749	72421	341414
1750	72450	341315
1751	72488	341257
1752	72511	341129
1753	72533	340998
1754	72555	340866
1755	72576	340730
1756	72599	340600
1757	72611	340421
1758	72634	340296
1759	72649	340132
1760	72667	339981
1761	72684	339825
1762	72705	339689
1763	72721	339533
1764	72733	339354
1765	72753	339215
1766	72768	339050
1767	72785	338898
1768	72799	338728
1769	72828	338630
1770	72849	338495
1771	72859	338311
1772	72873	338146
1773	72884	337964
1774	72903	337818
1775	72977	337931
1776	72998	337799
1777	73016	337650
1778	73027	337468
1779	73040	337298
1780	73053	337130
1781	73067	336964
1782	73081	336798
1783	73092	336616
1784	73105	336448
1785	73116	336268
1786	73129	336101
1787	73163	336029
1788	73177	335862
1789	73191	335700
1790	73202	335520
1791	73216	335356
1792	73235	335218
1793	73249	335052
1794	73372	335389
1795	73383	335209
1796	73513	335577
1797	73550	335518
1798	73576	335409
1799	73594	335261
1800	73703	335532
1801	73728	335421
1802	73740	335245
1803	73757	335099
1804	73771	334933
1805	73781	334754
1806	73797	334600
1807	73810	334431
1808	73823	334264
1809	73854	334179
1810	73866	334011
1811	73880	333849
1812	73899	333707
1813	73909	333528
1814	73926	333382
1815	73949	333262
1816	73959	333082
1817	73978	332941
1818	73990	332774
1819	73999	332592
1820	74033	332519
1821	74049	332370
1822	74060	332194
1823	74075	332042
1824	74091	331890
1825	74237	332321
1826	74251	332159
1827	74262	331986
1828	74282	331852
1829	74298	331706
1830	74308	331528
1831	74329	331398
1832	74443	331684
1833	74458	331531
1834	74478	331397
1835	74518	331354
1836	74544	331250
1837	74561	331105
1838	74574	330940
1839	74589	330789
1840	74605	330639
1841	74623	330496
1842	74635	330333
1843	74653	330191
1844	74671	330050
1845	74688	329908
1846	74715	329807
1847	74742	329708
1848	74756	329549
1849	74770	329393
1850	74787	329248
1851	74804	329105
1852	74821	328965
1853	74843	328842
1854	74864	328717
1855	74881	328573
1856	74901	328445
1857	74918	328304
1858	74944	328199
1859	74958	328042
1860	74974	327897
1861	74991	327754
1862	75007	327610
1863	75021	327454
1864	75037	327309
1865	75053	327164
1866	75070	327022
1867	75095	326914
1868	75112	326771
1869	75129	326631
1870	75149	326505
1871	75175	326404
1872	75196	326278
1873	75223	326184
1874	75237	326029
1875	75371	326395
1876	75384	326236
1877	75404	326109
1878	75421	325972
1879	75485	326033
1880	75595	326292
1881	75611	326151
1882	75697	326305
1883	75712	326156
1884	75724	325998
1885	75740	325854
1886	75767	325755
1887	75783	325610
1888	75804	325491
1889	75833	325402
1890	75847	325251
1891	75864	325109
1892	75881	324971
1893	75894	324816
1894	75986	324998
1895	75997	324831
1896	76011	324680
1897	76030	324552
1898	76043	324395
1899	76104	324445
1900	76117	324291
1901	76245	324623
1902	76277	324548
1903	76305	324458
1904	76319	324306
1905	76341	324193
1906	76445	324420
1907	76460	324274
1908	76476	324132
1909	76491	323986
1910	76510	323856
1911	76525	323711
1912	76540	323565
1913	76555	323419
1914	76573	323288
1915	76588	323142
1916	76603	322996
1917	76618	322851
1918	76778	323319
1919	76799	323199
1920	76832	323126
1921	76956	323440
1922	76970	323290
1923	76983	323140
1924	76999	322998
1925	77021	322884
1926	77034	322728
1927	77049	322584
1928	77061	322426
1929	77079	322295
1930	77107	322205
1931	77136	322121
1932	77153	321984
1933	77169	321846
1934	77188	321720
1935	77209	321599
1936	77225	321461
1937	77242	321325
1938	77258	321184
1939	77276	321056
1940	77291	320914
1941	77318	320821
1942	77337	320692
1943	77359	320582
1944	77380	320464
1945	77416	320408
1946	77435	320281
1947	77455	320160
1948	77470	320019
1949	77497	319925
1950	77511	319778
1951	77653	320161
1952	77678	320060
1953	77697	319936
1954	77710	319785
1955	77724	319639
1956	77750	319542
1957	77782	319470
1958	77805	319363
1959	77818	319214
1960	77843	319113
1961	77856	318966
1962	77870	318819
1963	77883	318671
1964	77909	318574
1965	77922	318429
1966	77953	318355
1967	77973	318234
1968	77999	318138
1969	78013	317995
1970	78028	317853
1971	78042	317709
1972	78055	317563
1973	78187	317897
1974	78202	317760
1975	78224	317648
1976	78268	317625
1977	78287	317503
1978	78306	317380
1979	78319	317234
1980	78332	317086
1981	78348	316951
1982	78361	316806
1983	78404	316780
1984	78418	316635
1985	78443	316538
1986	78457	316394
1987	78470	316251
1988	78484	316108
1989	78512	316022
1990	78526	315879
1991	78543	315750
1992	78561	315623
1993	78574	315481
1994	78587	315336
1995	78607	315218
1996	78621	315074
1997	78635	314936
1998	78670	314880
1999	78684	314738
2000	78709	314640
2001	78852	315014
2002	78881	314935
2003	78906	314837
2004	78921	314702
2005	78934	314557
2006	78945	314404
2007	78958	314260
2008	78972	314119
2009	78985	313976
2010	79117	314307
2011	79131	314167
2012	79208	314276
2013	79221	314134
2014	79311	314295
2015	79325	314152
2016	79343	314031
2017	79362	313909
2018	79380	313788
2019	79392	313641
2020	79415	313534
2021	79432	313407
2022	79450	313285
2023	79474	313187
2024	79597	313476
2025	79621	313375
2026	79684	313431
2027	79707	313325
2028	79723	313197
2029	79748	313102
2030	79774	313008
2031	79791	312885
2032	79818	312796
2033	79833	312661
2034	79857	312561
2035	79871	312423
2036	79887	312293
2037	79912	312200
2038	79927	312065
2039	79942	311932
2040	79961	311813
2041	79977	311683
2042	79991	311548
2043	80021	311474
2044	80039	311353
2045	80059	311239
2046	80092	311175
2047	80113	311065
2048	80131	310944
2049	80145	310809
2050	80159	310673
2051	80178	310556
2052	80196	310434
2053	80210	310298
2054	80240	310224
2055	80262	310118
2056	80298	310067
2057	80373	310168
2058	80388	310038
2059	80424	309985
2060	80439	309854
2061	80536	310037
2062	80564	309956
2063	80579	309824
2064	80593	309690
2065	80616	309588
2066	80635	309472
2067	80653	309353
2068	80668	309223
2069	80683	309092
2070	80809	309387
2071	80839	309313
2072	80856	309188
2073	80877	309081
2074	80897	308970
2075	80921	308874
2076	80934	308737
2077	80948	308599
2078	80961	308463
2079	80973	308323
2080	80988	308193
2081	81014	308105
2082	81032	307987
2083	81062	307912
2084	81092	307838
2085	81106	307707
2086	81156	307710
2087	81181	307620
2088	81200	307502
2089	81214	307370
2090	81228	307238
2091	81245	307118
2092	81259	306983
2093	81273	306853
2094	81288	306724
2095	81303	306596
2096	81335	306530
2097	81351	306406
2098	81370	306293
2099	81397	306208
2100	81416	306096
2101	81439	305997
2102	81465	305913
2103	81498	305850
2104	81524	305765
2105	81550	305678
2106	81576	305592
2107	81602	305505
2108	81628	305420
2109	81654	305333
2110	81680	305247
2111	81708	305168
2112	81869	305585
2113	81882	305453
2114	81897	305323
2115	81908	305183
2116	81922	305052
2117	81933	304911
2118	81947	304778
2119	81969	304680
2120	81997	304600
2121	82018	304494
2122	82049	304427
2123	82084	304378
2124	82102	304262
2125	82121	304152
2126	82137	304027
2127	82151	303899
2128	82171	303789
2129	82190	303679
2130	82200	303535
2131	82213	303403
2132	82227	303273
2133	82240	303142
2134	82258	303025
2135	82271	302895
2136	82285	302764
2137	82297	302631
2138	82311	302500
2139	82450	302833
2140	82464	302704
2141	82481	302585
2142	82500	302475
2143	82515	302352
2144	82529	302223
2145	82540	302083
2146	82553	301954
2147	82564	301814
2148	82578	301684
2149	82597	301578
2150	82611	301449
2151	82631	301343
2152	82767	301662
2153	82784	301543
2154	82799	301420
2155	82812	301288
2156	82826	301162
2157	82964	301485
2158	82984	301382
2159	83008	301289
2160	83027	301180
2161	83047	301074
2162	83060	300946
2163	83075	300821
2164	83085	300681
2165	83100	300556
2166	83110	300419
2167	83122	300284
2168	83136	300156
2169	83149	300029
2170	83163	299900
2171	83177	299775
2172	83191	299650
2173	83201	299510
2174	83215	299382
2175	83226	299248
2176	83246	299145
2177	83260	299018
2178	83270	298881
2179	83285	298756
2180	83295	298619
2181	83309	298493
2182	83319	298356
2183	83333	298229
2184	83346	298103
2185	83360	297977
2186	83371	297842
2187	83382	297707
2188	83392	297570
2189	83402	297431
2190	83415	297304
2191	83427	297172
2192	83443	297054
2193	83458	296935
2194	83473	296816
2195	83488	296697
2196	83503	296577
2197	83519	296459
2198	83531	296329
2199	83547	296212
2200	83559	296082
2201	83574	295963
2202	83588	295841
2203	83599	295707
2204	83634	295661
2205	83648	295537
2206	83662	295414
2207	83701	295380
2208	83712	295246
2209	83723	295114
2210	83734	294981
2211	83771	294942
2212	83914	295275
2213	83929	295157
2214	83945	295040
2215	84079	295340
2216	84092	295215
2217	84106	295092
2218	84146	295062
2219	84158	294933
2220	84167	294794
2221	84184	294683
2222	84214	294617
2223	84230	294503
2224	84251	294406
2225	84374	294665
2226	84391	294556
2227	84430	294521
2228	84448	294413
2229	84482	294361
2230	84603	294614
2231	84625	294520
2232	84643	294413
2233	84664	294318
2234	84683	294212
2235	84703	294112
2236	84721	294006
2237	84858	294311
2238	84879	294217
2239	84898	294112
2240	84916	294006
2241	84935	293900
2242	84957	293808
2243	84975	293703
2244	85079	293893
2245	85101	293800
2246	85124	293710
2247	85145	293614
2248	85165	293514
2249	85184	293413
2250	85209	293330
2251	85228	293229
2252	85242	293108
2253	85258	292996
2254	85272	292875
2255	85291	292774
2256	85302	292642
2257	85321	292542
2258	85340	292441
2259	85360	292341
2260	85379	292240
2261	85393	292119
2262	85407	292000
2263	85429	291910
2264	85444	291795
2265	85460	291680
2266	85482	291590
2267	85504	291498
2268	85526	291406
2269	85541	291293
2270	85563	291202
2271	85579	291089
2272	85601	291000
2273	85617	290887
2274	85634	290779
2275	85650	290670
2276	85726	290763
2277	85860	291051
2278	85873	290930
2279	85902	290863
2280	85915	290743
2281	85934	290642
2282	85954	290543
2283	85968	290424
2284	86099	290704
2285	86114	290588
2286	86135	290496
2287	86158	290408
2288	86182	290323
2289	86204	290234
2290	86229	290154
2291	86248	290055
2292	86260	289929
2293	86281	289838
2294	86325	289820
2295	86343	289718
2296	86365	289627
2297	86380	289512
2298	86394	289398
2299	86415	289305
2300	86537	289549
2301	86666	289817
2302	86679	289695
2303	86694	289584
2304	86738	289568
2305	86753	289454
2306	86774	289362
2307	86815	289335
2308	86830	289222
2309	86851	289128
2310	86866	289017
2311	86889	288929
2312	86907	288829
2313	87035	289090
2314	87055	288994
2315	87069	288877
2316	87199	289147
2317	87211	289025
2318	87229	288920
2319	87333	289105
2320	87440	289296
2321	87458	289192
2322	87470	289070
2323	87489	288971
2324	87502	288852
2325	87651	289181
2326	87663	289059
2327	87677	288945
2328	87688	288819
2329	87716	288748
2330	87739	288664
2331	87763	288580
2332	87784	288488
2333	87797	288371
2334	87828	288309
2335	87917	288442
2336	87944	288370
2337	87966	288280
2338	88004	288242
2339	88172	288633
2340	88198	288557
2341	88237	288523
2342	88270	288469
2343	88302	288414
2344	88327	288334
2345	88343	288226
2346	88362	288128
2347	88378	288021
2348	88394	287913
2349	88414	287817
2350	88450	287775
2351	88528	287869
2352	88553	287789
2353	88588	287743
2354	88629	287716
2355	88653	287633
2356	88676	287549
2357	88695	287452
2358	88733	287416
2359	88806	287492
2360	88832	287416
2361	88860	287347
2362	88878	287248
2363	88890	287127
2364	88907	287021
2365	88921	286909
2366	88937	286800
2367	88964	286730
2368	88978	286615
2369	89001	286533
2370	89019	286430
2371	89044	286352
2372	89070	286279
2373	89099	286214
2374	89133	286165
2375	89149	286060
2376	89182	286007
2377	89209	285935
2378	89243	285888
2379	89262	285791
2380	89277	285679
2381	89373	285829
2382	89407	285781
2383	89433	285707
2384	89528	285854
2385	89554	285777
2386	89577	285694
2387	89608	285636
2388	89686	285728
2389	89729	285709
2390	89765	285666
2391	89812	285656
2392	89840	285590
2393	89868	285521
2394	89895	285452
2395	90070	285849
2396	90084	285738
2397	90102	285637
2398	90119	285534
2399	90134	285425
2400	90164	285363
2401	90180	285258
2402	90198	285160
2403	90306	285343
2404	90334	285276
2405	90353	285180
2406	90368	285073
2407	90383	284964
2408	90407	284882
2409	90504	285034
2410	90519	284925
2411	90574	284942
2412	90622	284936
2413	90649	284867
2414	90665	284760
2415	90709	284745
2416	90740	284685
2417	90792	284694
2418	90820	284625
2419	90863	284605
2420	90999	284876
2421	91022	284792
2422	91036	284682
2423	91090	284694
2424	91105	284586
2425	91132	284515
2426	91146	284406
2427	91165	284309
2428	91176	284191
2429	91211	284145
2430	91226	284036
2431	91245	283942
2432	91260	283834
2433	91275	283726
2434	91290	283619
2435	91328	283582
2436	91372	283567
2437	91396	283485
2438	91440	283470
2439	91468	283402
2440	91521	283413
2441	91568	283404
2442	91613	283391
2443	91641	283323
2444	91668	283253
2445	91697	283189
2446	91725	283124
2447	91912	283546
2448	91927	283440
2449	91952	283362
2450	91968	283259
2451	91983	283152
2452	92007	283075
2453	92021	282965
2454	92034	282851
2455	92047	282739
2456	92080	282686
2457	92093	282573
2458	92105	282459
2459	92132	282390
2460	92145	282275
2461	92157	282160
2462	92191	282112
2463	92200	281990
2464	92229	281926
2465	92274	281912
2466	92295	281826
2467	92337	281802
2468	92379	281777
2469	92426	281770
2470	92573	282065
2471	92633	282098
2472	92646	281985
2473	92658	281870
2474	92668	281748
2475	92681	281637
2476	92693	281524
2477	92706	281412
2478	92718	281298
2479	92733	281191
2480	92746	281080
2481	92759	280969
2482	92769	280849
2483	92782	280737
2484	92810	280671
2485	92822	280559
2486	92837	280453
2487	92852	280349
2488	92886	280300
2489	92900	280195
2490	92915	280090
2491	92931	279986
2492	92946	279884
2493	92969	279804
2494	93008	279769
2495	93023	279667
2496	93047	279591
2497	93088	279563
2498	93108	279474
2499	93195	279587
2500	93213	279491
2501	93228	279387
2502	93264	279345
2503	93302	279311
2504	93323	279225
2505	93338	279121
2506	93364	279049
2507	93404	279020
2508	93417	278911
2509	93570	279220
2510	93605	279175
2511	93735	279414
2512	93876	279688
2513	93891	279583
2514	93951	279614
2515	93996	279598
2516	94024	279534
2517	94039	279429
2518	94054	279326
2519	94085	279268
2520	94200	279463
2521	94227	279395
2522	94260	279344
2523	94275	279240
2524	94301	279169
2525	94315	279062
2526	94328	278954
2527	94342	278847
2528	94353	278731
2529	94374	278647
2530	94388	278539
2531	94416	278477
2532	94426	278360
2533	94440	278252
2534	94461	278167
2535	94581	278373
2536	94596	278270
2537	94611	278168
2538	94765	278474
2539	94786	278387
2540	94800	278282
2541	94957	278597
2542	95115	278913
2543	95159	278894
2544	95186	278826
2545	95204	278733
2546	95228	278656
2547	95243	278553
2548	95254	278438
2549	95399	278716
2550	95437	278681
2551	95447	278563
2552	95457	278446
2553	95491	278399
2554	95503	278286
2555	95540	278248
2556	95581	278221
2557	95616	278177
2558	95645	278116
2559	95677	278063
2560	95693	277962
2561	95837	278236
2562	95848	278120
2563	95865	278023
2564	95889	277949
2565	95909	277861
2566	95928	277771
2567	95949	277685
2568	95974	277612
2569	95994	277525
2570	96024	277465
2571	96054	277406
2572	96079	277334
2573	96104	277261
2574	96123	277170
2575	96179	277187
2576	96208	277127
2577	96249	277099
2578	96275	277030
2579	96306	276973
2580	96337	276917
2581	96348	276805
2582	96425	276883
2583	96446	276797
2584	96472	276729
2585	96500	276665
2586	96523	276585
2587	96641	276778
2588	96722	276867
2589	96755	276816
2590	96781	276748
2591	96793	276639
2592	96820	276570
2593	96840	276483
2594	96950	276655
2595	96981	276599
2596	97032	276599
2597	97194	276919
2598	97238	276899
2599	97290	276904
2600	97315	276830
2601	97340	276757
2602	97355	276657
2603	97399	276639
2604	97429	276581
2605	97459	276521
2606	97475	276422
2607	97522	276412
2608	97558	276373
2609	97585	276304
2610	97602	276209
2611	97634	276156
2612	97655	276074
2613	97672	275978
2614	97702	275919
2615	97739	275881
2616	97760	275798
2617	97780	275713
2618	97860	275794
2619	97899	275761
2620	97920	275678
2621	97940	275591
2622	97969	275531
2623	98057	275638
2624	98142	275732
2625	98368	276226
2626	98401	276175
2627	98432	276119
2628	98444	276011
2629	98484	275982
2630	98514	275921
2631	98538	275848
2632	98553	275746
2633	98563	275632
2634	98578	275532
2635	98592	275430
2636	98608	275334
2637	98625	275237
2638	98641	275141
2639	98709	275188
2640	98748	275158
2641	98786	275120
2642	98820	275073
2643	98836	274976
2644	98852	274879
2645	98869	274788
2646	98885	274691
2647	98901	274594
2648	98912	274483
2649	99062	274756
2650	99074	274651
2651	99090	274553
2652	99105	274453
2653	99122	274360
2654	99155	274311
2655	99180	274240
2656	99219	274206
2657	99245	274138
2658	99279	274091
2659	99321	274067
2660	99336	273968
2661	99354	273878
2662	99365	273768
2663	99380	273669
2664	99418	273634
2665	99459	273605
2666	99498	273575
2667	99528	273518
2668	99540	273409
2669	99550	273298
2670	99574	273223
2671	99585	273114
2672	99595	273003
2673	99723	273215
2674	99734	273105
2675	99752	273015
2676	99763	272905
2677	99774	272796
2678	99785	272687
2679	99801	272593
2680	99835	272545
2681	99850	272448
2682	99861	272338
2683	99876	272240
2684	99890	272142
2685	99905	272044
2686	100069	272350
2687	100094	272279
2688	100109	272183
2689	100125	272088
2690	100144	272001
2691	100193	271995
2692	100208	271899
2693	100242	271852
2694	100253	271744
2695	100266	271641
2696	100297	271587
2697	100434	271820
2698	100445	271713
2699	100520	271777
2700	100530	271668
2701	100541	271559
2702	100560	271471
2703	100577	271380
2704	100620	271359
2705	100642	271281
2706	100662	271197
2707	100673	271089
2708	100697	271017
2709	100707	270907
2710	100718	270798
2711	100728	270688
2712	100742	270590
2713	100752	270481
2714	100774	270402
2715	100790	270308
2716	100805	270213
2717	100954	270473
2718	100968	270374
2719	100979	270267
2720	101020	270240
2721	101044	270169
2722	101086	270144
2723	101101	270048
2724	101111	269941
2725	101126	269844
2726	101141	269748
2727	101184	269725
2728	101336	269996
2729	101473	270224
2730	101484	270116
2731	101498	270018
2732	101512	269920
2733	101527	269823
2734	101550	269750
2735	101567	269659
2736	101583	269565
2737	101598	269469
2738	101613	269374
2739	101624	269267
2740	101656	269217
2741	101839	269567
2742	101869	269509
2743	101898	269451
2744	101952	269457
2745	101976	269386
2746	102004	269325
2747	102033	269268
2748	102078	269250
2749	102104	269183
2750	102117	269083
2751	102135	268995
2752	102191	269008
2753	102203	268906
2754	102216	268805
2755	102230	268706
2756	102243	268608
2757	102284	268581
2758	102435	268842
2759	102471	268801
2760	102490	268717
2761	102535	268701
2762	102555	268618
2763	102568	268517
2764	102611	268496
2765	102647	268457
2766	102670	268382
2767	102693	268308
2768	102711	268223
2769	102746	268180
2770	102776	268124
2771	102856	268199
2772	102878	268121
2773	102908	268067
2774	102935	268002
2775	102958	267928
2776	102980	267852
2777	103006	267787
2778	103024	267699
2779	103040	267608
2780	103055	267513
2781	103185	267718
2782	103212	267654
2783	103255	267634
2784	103271	267540
2785	103319	267532
2786	103335	267442
2787	103356	267363
2788	103396	267333
2789	103418	267257
2790	103441	267183
2791	103460	267099
2792	103482	267024
2793	103537	267034
2794	103559	266958
2795	103623	266989
2796	103636	266890
2797	103666	266834
2798	103716	266833
2799	103732	266741
2800	103750	266655
2801	103786	266613
2802	103797	266510
2803	103831	266465
2804	103880	266460
2805	103995	266621
2806	104016	266544
2807	104053	266508
2808	104072	266424
2809	104096	266352
2810	104253	266623
2811	104267	266528
2812	104286	266443
2813	104304	266357
2814	104372	266399
2815	104397	266333
2816	104419	266256
2817	104441	266180
2818	104465	266111
2819	104484	266028
2820	104506	265952
2821	104535	265895
2822	104709	266205
2823	104731	266130
2824	104753	266054
2825	104767	265960
2826	104789	265883
2827	104808	265802
2828	104847	265770
2829	104881	265724
2830	104908	265661
2831	104926	265576
2832	104938	265477
2833	104955	265388
2834	104981	265323
2835	105005	265253
2836	105033	265193
2837	105051	265107
2838	105068	265021
2839	105084	264931
2840	105121	264894
2841	105258	265108
2842	105386	265302
2843	105418	265251
2844	105435	265163
2845	105459	265093
2846	105472	264996
2847	105492	264915
2848	105505	264818
2849	105525	264739
2850	105538	264641
2851	105561	264570
2852	105611	264566
2853	105626	264472
2854	105654	264414
2855	105809	264671
2856	105827	264586
2857	105851	264517
2858	105871	264438
2859	105909	264402
2860	105927	264317
2861	105945	264234
2862	105960	264141
2863	105983	264071
2864	106013	264015
2865	106156	264243
2866	106176	264164
2867	106195	264080
2868	106313	264246
2869	106334	264169
2870	106354	264090
2871	106424	264135
2872	106449	264066
2873	106478	264010
2874	106505	263948
2875	106544	263916
2876	106572	263857
2877	106594	263781
2878	106668	263837
2879	106709	263810
2880	106756	263796
2881	106838	263870
2882	106873	263828
2883	106907	263785
2884	106956	263776
2885	106978	263701
2886	106992	263607
2887	107017	263542
2888	107068	263539
2889	107116	263528
2890	107129	263433
2891	107162	263385
2892	107192	263332
2893	107239	263319
2894	107284	263300
2895	107331	263287
2896	107348	263203
2897	107419	263247
2898	107477	263263
2899	107521	263242
2900	107586	263272
2901	107623	263235
2902	107666	263213
2903	107694	263155
2904	107729	263111
2905	107748	263030
2906	107787	262997
2907	107826	262967
2908	107884	262979
2909	107922	262946
2910	107964	262919
2911	107993	262863
2912	108029	262824
2913	108089	262841
2914	108114	262775
2915	108173	262791
2916	108294	262957
2917	108348	262962
2918	108373	262895
2919	108393	262817
2920	108420	262754
2921	108451	262703
2922	108466	262612
2923	108631	262885
2924	108729	262994
2925	108811	263065
2926	108834	262995
2927	108858	262926
2928	108981	263096
2929	108999	263012
2930	109018	262932
2931	109050	262880
2932	109072	262807
2933	109087	262717
2934	109119	262668
2935	109167	262657
2936	109232	262685
2937	109248	262597
2938	109262	262504
2939	109352	262595
2940	109374	262521
2941	109416	262496
2942	109435	262414
2943	109452	262328
2944	109524	262374
2945	109549	262308
2946	109585	262267
2947	109634	262259
2948	109710	262314
2949	109815	262440
2950	109843	262380
2951	109896	262381
2952	109920	262313
2953	110094	262601
2954	110165	262645
2955	110181	262557
2956	110286	262681
2957	110310	262611
2958	110406	262715
2959	110431	262648
2960	110477	262632
2961	110503	262567
2962	110525	262493
2963	110581	262500
2964	110619	262464
2965	110638	262383
2966	110671	262337
2967	110690	262256
2968	110708	262173
2969	110759	262168
2970	110775	262080
2971	110807	262031
2972	110849	262003
2973	110898	261994
2974	110971	262041
2975	110999	261983
2976	111024	261915
2977	111057	261869
2978	111082	261802
2979	111100	261720
2980	111137	261680
2981	111188	261677
2982	111204	261589
2983	111237	261543
2984	111271	261497
2985	111306	261454
2986	111335	261399
2987	111365	261343
2988	111391	261280
2989	111425	261234
2990	111451	261171
2991	111488	261133
2992	111510	261060
2993	111541	261008
2994	111558	260924
2995	111579	260848
2996	111777	261187
2997	111794	261101
2998	111809	261013
2999	111828	260934
3000	111845	260848
3001	111886	260820
3002	111902	260732
3003	111928	260670
3004	111943	260581
3005	112117	260860
3006	112143	260796
3007	112205	260817
3008	112222	260734
3009	112240	260652
3010	112266	260588
3011	112284	260504
3012	112298	260414
3013	112362	260439
3014	112382	260361
3015	112414	260313
3016	112431	260227
3017	112449	260146
3018	112503	260147
3019	112558	260151
3020	112585	260089
3021	112600	260001
3022	112623	259932
3023	112642	259851
3024	112657	259764
3025	112687	259709
3026	112707	259632
3027	112728	259558
3028	112748	259481
3029	112765	259397
3030	112781	259312
3031	112797	259226
3032	112813	259139
3033	112836	259069
3034	112856	258993
3035	112874	258913
3036	113008	259097
3037	113028	259020
3038	113049	258946
3039	113067	258864
3040	113086	258786
3041	113111	258721
3042	113136	258655
3043	113171	258614
3044	113194	258543
3045	113209	258457
3046	113234	258392
3047	113255	258317
3048	113274	258239
3049	113290	258153
3050	113431	258352
3051	113451	258276
3052	113465	258188
3053	113572	258308
3054	113592	258232
3055	113607	258145
3056	113631	258078
3057	113647	257993
3058	113669	257920
3059	113687	257839
3060	113700	257749
3061	113715	257660
3062	113732	257579
3063	113770	257542
3064	113785	257455
3065	113836	257450
3066	113855	257372
3067	114005	257590
3068	114020	257503
3069	114036	257418
3070	114051	257330
3071	114065	257242
3072	114099	257196
3073	114115	257112
3074	114131	257028
3075	114258	257192
3076	114278	257116
3077	114333	257121
3078	114356	257051
3079	114487	257225
3080	114509	257154
3081	114532	257083
3082	114552	257008
3083	114592	256977
3084	114613	256905
3085	114758	257108
3086	114793	257068
3087	114915	257219
3088	115034	257364
3089	115148	257500
3090	115181	257452
3091	115207	257391
3092	115224	257307
3093	115264	257277
3094	115282	257198
3095	115302	257120
3096	115334	257072
3097	115368	257027
3098	115396	256969
3099	115413	256889
3100	115430	256806
3101	115449	256728
3102	115485	256688
3103	115561	256737
3104	115588	256677
3105	115609	256605
3106	115637	256545
3107	115673	256505
3108	115688	256418
3109	115710	256348
3110	115737	256289
3111	115756	256211
3112	115778	256140
3113	115793	256053
3114	115814	255982
3115	115834	255906
3116	115894	255919
3117	115914	255844
3118	115935	255770
3119	115958	255702
3120	115995	255666
3121	116022	255606
3122	116068	255587
3123	116147	255643
3124	116178	255593
3125	116357	255866
3126	116385	255810
3127	116409	255743
3128	116449	255711
3129	116648	256030
3130	116678	255977
3131	116699	255904
3132	116754	255905
3133	116791	255869
3134	116812	255795
3135	116831	255718
3136	116860	255662
3137	116881	255589
3138	116905	255523
3139	117024	255664
3140	117047	255596
3141	117069	255525
3142	117095	255464
3143	117288	255765
3144	117428	255953
3145	117448	255877
3146	117469	255805
3147	117492	255736
3148	117513	255663
3149	117534	255591
3150	117556	255519
3151	117575	255442
3152	117601	255380
3153	117621	255306
3154	117642	255234
3155	117666	255167
3156	117877	255507
3157	117893	255424
3158	117912	255346
3159	117927	255261
3160	117950	255193
3161	117976	255129
3162	117990	255043
3163	118005	254956
3164	118034	254902
3165	118052	254823
3166	118067	254737
3167	118251	255016
3168	118280	254962
3169	118322	254934
3170	118339	254852
3171	118389	254844
3172	118419	254789
3173	118437	254711
3174	118477	254679
3175	118499	254609
3176	118705	254935
3177	118755	254924
3178	118774	254847
3179	118793	254770
3180	118825	254721
3181	118847	254652
3182	118866	254575
3183	118883	254494
3184	118914	254443
3185	118941	254384
3186	118970	254328
3187	119024	254327
3188	119061	254288
3189	119094	254241
3190	119132	254206
3191	119183	254197
3192	119225	254169
3193	119243	254092
3194	119284	254062
3195	119340	254065
3196	119366	254003
3197	119413	253987
3198	119599	254265
3199	119677	254315
3200	119712	254272
3201	119769	254275
3202	119786	254196
3203	119825	254162
3204	119841	254079
3205	119869	254022
3206	119893	253955
3207	119929	253914
3208	119979	253905
3209	120001	253834
3210	120019	253756
3211	120045	253695
3212	120072	253636
3213	120128	253637
