iter	RMSE
1665	7.412546349
1666	7.412544502
1667	7.412543024
1668	7.412541547
1669	7.412540069
1670	7.412532311
1671	7.412531203
1672	7.412530464
1673	7.411518595
1674	7.411511575
1675	7.411504925
1676	7.409488899
1677	7.409482247
1678	7.409480768
1679	7.40947929
1680	7.409478921
1681	7.409478182
1682	7.409477442
1683	7.409440856
1684	7.409439747
1685	7.409440487
1686	7.409439747
1687	7.409438639
1688	7.409439008
1689	7.409438639
1690	7.4094379
1691	7.409438269
1692	7.4094379
1693	7.409437161
1694	7.409436421
1695	7.409436791
1696	7.409436421
1697	7.409435682
1698	7.409435682
1699	7.409435682
1700	7.409435313
1701	7.409434943
1702	7.409434943
1703	7.409434204
1704	7.409428661
1705	7.409423117
1706	7.409422748
1707	7.409423117
1708	7.409422378
1709	7.409423117
1710	7.409422378
1711	7.409423117
1712	7.409422748
1713	7.409422378
1714	7.409422378
1715	7.409422009
1716	7.409422009
1717	7.409407965
1718	7.409407596
1719	7.409407965
1720	7.409407965
1721	7.409407596
1722	7.409407965
1723	7.409407226
1724	7.409407965
1725	7.409394292
1726	7.409382835
1727	7.409382096
1728	7.409382835
1729	7.409377292
1730	7.409376922
1731	7.409365835
1732	7.409365835
1733	7.409366574
1734	7.409356227
1735	7.409356227
1736	7.409356227
1737	7.409356596
1738	7.409356227
1739	7.409356227
1740	7.409347727
1741	7.409347357
1742	7.409347727
1743	7.409347357
1744	7.409338488
1745	7.409332205
1746	7.409331466
1747	7.409331466
1748	7.409331835
1749	7.409331466
1750	7.409324075
1751	7.409318531
1752	7.409318162
1753	7.409312988
1754	7.409307075
1755	7.409303379
1756	7.409298575
1757	7.409298944
1758	7.409294879
1759	7.409294879
1760	7.409291553
1761	7.409290814
1762	7.409288227
1763	7.409284901
1764	7.40928527
1765	7.409281944
1766	7.409282314
1767	7.409280096
1768	7.409277509
1769	7.409263096
1770	7.409262727
1771	7.409262727
1772	7.409260879
1773	7.409261248
1774	7.409259031
1775	7.409101593
1776	7.409101593
1777	7.409099745
1778	7.409099376
1779	7.409099006
1780	7.409097897
1781	7.409096419
1782	7.40909568
1783	7.40909531
1784	7.40909531
1785	7.409094941
1786	7.409093832
1787	7.407758802
1788	7.407758063
1789	7.407757324
1790	7.407757693
1791	7.407756954
1792	7.407697441
1793	7.407696702
1794	7.396966238
1795	7.396965868
1796	7.392978671
1797	7.392973485
1798	7.392973115
1799	7.392973115
1800	7.391461431
1801	7.39132473
1802	7.39132473
1803	7.39132436
1804	7.391323989
1805	7.391323619
1806	7.39132436
1807	7.391323989
1808	7.391323619
1809	7.391204328
1810	7.391204328
1811	7.391204328
1812	7.391197289
1813	7.391197289
1814	7.391197289
1815	7.391187287
1816	7.391188028
1817	7.391180989
1818	7.391181359
1819	7.391180618
1820	7.390003164
1821	7.390003535
1822	7.390003164
1823	7.390002794
1824	7.390002423
1825	7.386438537
1826	7.386438166
1827	7.386438537
1828	7.386430011
1829	7.386430381
1830	7.386430381
1831	7.386422967
1832	7.383634697
1833	7.383634326
1834	7.383626538
1835	7.383093235
1836	7.383093235
1837	7.383092864
1838	7.383083592
1839	7.383083221
1840	7.383071724
1841	7.383060227
1842	7.383060598
1843	7.383060969
1844	7.383050955
1845	7.383050213
1846	7.383041683
1847	7.383032782
1848	7.38303204
1849	7.383031669
1850	7.383030927
1851	7.383017205
1852	7.383017205
1853	7.383010158
1854	7.383003853
1855	7.383003853
1856	7.382997548
1857	7.382987905
1858	7.382978262
1859	7.382978262
1860	7.382978262
1861	7.382977149
1862	7.382977149
1863	7.382976408
1864	7.382976408
1865	7.382975295
1866	7.382975666
1867	7.382970103
1868	7.382969732
1869	7.382960089
1870	7.382954896
1871	7.382892217
1872	7.382887024
1873	7.382872189
1874	7.382871818
1875	7.381845126
1876	7.381845126
1877	7.381839191
1878	7.38183103
1879	7.381484563
1880	7.376063237
1881	7.376055441
1882	7.376046903
1883	7.376042819
1884	7.376041705
1885	7.376042448
1886	7.376035766
1887	7.37602797
1888	7.376022401
1889	7.376014976
1890	7.376014605
1891	7.376007923
1892	7.37600087
1893	7.376000498
1894	7.375921425
1895	7.375921796
1896	7.375921796
1897	7.375918084
1898	7.375917341
1899	7.375885786
1900	7.375885786
1901	7.375724295
1902	7.375006637
1903	7.375002553
1904	7.374995869
1905	7.374989558
1906	7.374957256
1907	7.374952058
1908	7.374947602
1909	7.374942776
1910	7.374940548
1911	7.374936835
1912	7.374936092
1913	7.374936464
1914	7.374930894
1915	7.374930894
1916	7.374930152
1917	7.374930152
1918	7.374694751
1919	7.374695122
1920	7.374687325
1921	7.374503158
1922	7.374502044
1923	7.374502786
1924	7.374502786
1925	7.374487934
1926	7.374487934
1927	7.37448385
1928	7.37448385
1929	7.374481993
1930	7.374468626
1931	7.374466027
1932	7.374465284
1933	7.3744612
1934	7.374461571
1935	7.374456744
1936	7.374456373
1937	7.374456373
1938	7.374456373
1939	7.374456001
1940	7.374456373
1941	7.374448575
1942	7.374448204
1943	7.374437436
1944	7.374409958
1945	7.37432864
1946	7.374326783
1947	7.374324927
1948	7.374325298
1949	7.374322699
1950	7.374322699
1951	7.374135181
1952	7.374125155
1953	7.374120327
1954	7.374119213
1955	7.374119956
1956	7.374117357
1957	7.373629785
1958	7.373627186
1959	7.373627186
1960	7.373626814
1961	7.373626072
1962	7.373626072
1963	7.3736257
1964	7.373624586
1965	7.373624215
1966	7.37362013
1967	7.373619016
1968	7.373617531
1969	7.373617159
1970	7.373617159
1971	7.373617531
1972	7.373617159
1973	7.370308391
1974	7.370308763
1975	7.370307277
1976	7.37029576
1977	7.370294645
1978	7.370293902
1979	7.37029353
1980	7.37029353
1981	7.370292787
1982	7.370293159
1983	7.370241889
1984	7.370241517
1985	7.37023966
1986	7.37023966
1987	7.370240031
1988	7.370240031
1989	7.37023
1990	7.370230743
1991	7.370230743
1992	7.370229628
1993	7.370229628
1994	7.370229628
1995	7.370228885
1996	7.370228885
1997	7.370228514
1998	7.370207337
1999	7.370207708
2000	7.370206222
2001	7.368122408
2002	7.368120178
2003	7.368119807
2004	7.368106428
2005	7.368106056
2006	7.368106428
2007	7.368106428
2008	7.368106428
2009	7.3681068
2010	7.365797115
2011	7.365797859
2012	7.365746185
2013	7.365746557
2014	7.36549971
2015	7.365496364
2016	7.365495993
2017	7.36549339
2018	7.365493018
2019	7.365490416
2020	7.365489301
2021	7.365488929
2022	7.365488929
2023	7.365485211
2024	7.365161769
2025	7.365161769
2026	7.365116784
2027	7.365113809
2028	7.365113438
2029	7.36511195
2030	7.365109348
2031	7.365106002
2032	7.365096335
2033	7.365097079
2034	7.365095964
2035	7.365093361
2036	7.365092618
2037	7.365092246
2038	7.365089272
2039	7.365089643
2040	7.365086669
2041	7.365084067
2042	7.365083695
2043	7.365082951
2044	7.365080721
2045	7.365078862
2046	7.365076631
2047	7.365075516
2048	7.365073657
2049	7.365072169
2050	7.365072169
2051	7.365049119
2052	7.365046888
2053	7.365046144
2054	7.365027555
2055	7.36501826
2056	7.364975133
2057	7.364915274
2058	7.364915274
2059	7.3649123
2060	7.364911185
2061	7.361621937
2062	7.361598132
2063	7.361596644
2064	7.3615959
2065	7.361586973
2066	7.361585857
2067	7.361580278
2068	7.361579906
2069	7.361578418
2070	7.360371303
2071	7.360370187
2072	7.360367955
2073	7.360360514
2074	7.360352702
2075	7.360345261
2076	7.360343773
2077	7.360342657
2078	7.360342285
2079	7.360341913
2080	7.360340797
2081	7.360332985
2082	7.360332612
2083	7.360331868
2084	7.360330752
2085	7.360330752
2086	7.360318848
2087	7.360318848
2088	7.360312895
2089	7.360313267
2090	7.360312523
2091	7.360307687
2092	7.360306943
2093	7.360307687
2094	7.360306571
2095	7.360306943
2096	7.360304339
2097	7.360304711
2098	7.36029913
2099	7.360293922
2100	7.36028983
2101	7.360289457
2102	7.360289085
2103	7.360285365
2104	7.360285365
2105	7.360284249
2106	7.360284993
2107	7.360283877
2108	7.360284249
2109	7.360283877
2110	7.360283877
2111	7.360283505
2112	7.357256441
2113	7.357256441
2114	7.357256814
2115	7.357256441
2116	7.357256069
2117	7.357255697
2118	7.357255697
2119	7.357255697
2120	7.357255697
2121	7.357256069
2122	7.357255697
2123	7.357254953
2124	7.35725458
2125	7.35725458
2126	7.35725458
2127	7.35725458
2128	7.357253836
2129	7.35725458
2130	7.357254953
2131	7.357254208
2132	7.357254208
2133	7.357254208
2134	7.357250114
2135	7.357250114
2136	7.357250114
2137	7.357250114
2138	7.357250114
2139	7.356938965
2140	7.356938593
2141	7.356938965
2142	7.356938593
2143	7.356939337
2144	7.356938965
2145	7.356938593
2146	7.356938593
2147	7.356938965
2148	7.356938965
2149	7.356853731
2150	7.356853731
2151	7.356852987
2152	7.356704477
2153	7.356704105
2154	7.356703733
2155	7.356703733
2156	7.356703733
2157	7.356078397
2158	7.356078769
2159	7.356078769
2160	7.356078769
2161	7.356077652
2162	7.356077652
2163	7.356078397
2164	7.356077652
2165	7.356078024
2166	7.356077652
2167	7.35607728
2168	7.35607728
2169	7.356078024
2170	7.356077652
2171	7.356077652
2172	7.35607728
2173	7.356076908
2174	7.35607728
2175	7.356076908
2176	7.356076908
2177	7.356076908
2178	7.356076908
2179	7.35607728
2180	7.356076535
2181	7.356076908
2182	7.356076908
2183	7.356076163
2184	7.356076163
2185	7.356076908
2186	7.356076908
2187	7.356076535
2188	7.356076535
2189	7.356076535
2190	7.356076908
2191	7.356076163
2192	7.356076535
2193	7.356076163
2194	7.356076535
2195	7.356076535
2196	7.356076535
2197	7.356076535
2198	7.356076163
2199	7.356076535
2200	7.356076163
2201	7.356076163
2202	7.356076163
2203	7.356076535
2204	7.356051595
2205	7.356051967
2206	7.356051967
2207	7.356021071
2208	7.356021444
2209	7.356020699
2210	7.356021071
2211	7.355991664
2212	7.34895437
2213	7.34895437
2214	7.348953998
2215	7.345205796
2216	7.345205796
2217	7.345206542
2218	7.344748741
2219	7.344748741
2220	7.344748741
2221	7.344747622
2222	7.344720407
2223	7.344719288
2224	7.344719288
2225	7.339721487
2226	7.339721487
2227	7.339693506
2228	7.339693506
2229	7.339666645
2230	7.336909124
2231	7.336908377
2232	7.336908004
2233	7.336908377
2234	7.336908377
2235	7.336908004
2236	7.336908004
2237	7.335457184
2238	7.335457184
2239	7.335456064
2240	7.335457184
2241	7.33545681
2242	7.33545681
2243	7.335456437
2244	7.334875207
2245	7.334875207
2246	7.334874834
2247	7.334874834
2248	7.334874461
2249	7.334874461
2250	7.334874461
2251	7.334874834
2252	7.334873714
2253	7.334819583
2254	7.334819583
2255	7.334819583
2256	7.334819583
2257	7.33481921
2258	7.334819583
2259	7.334818836
2260	7.334818836
2261	7.334818836
2262	7.334818463
2263	7.33481921
2264	7.334818463
2265	7.334818463
2266	7.334818463
2267	7.33481809
2268	7.334817716
2269	7.334817716
2270	7.334818463
2271	7.33481809
2272	7.33481809
2273	7.33481809
2274	7.33481809
2275	7.334817716
2276	7.334641881
2277	7.328536924
2278	7.328536924
2279	7.328533188
2280	7.328532814
2281	7.328532441
2282	7.328532441
2283	7.328533188
2284	7.324993972
2285	7.324993225
2286	7.324993598
2287	7.324992851
2288	7.324992851
2289	7.324992477
2290	7.324985
2291	7.32498201
2292	7.32498201
2293	7.324981636
2294	7.324936778
2295	7.324930423
2296	7.324930049
2297	7.324930796
2298	7.324930049
2299	7.324929301
2300	7.324888554
2301	7.324732668
2302	7.324732294
2303	7.324732294
2304	7.324675471
2305	7.324675471
2306	7.324675471
2307	7.324599208
2308	7.324598834
2309	7.324595096
2310	7.324594722
2311	7.324594348
2312	7.324587993
2313	7.324313963
2314	7.324313963
2315	7.324313963
2316	7.323404319
2317	7.323404693
2318	7.323402824
2319	7.323191193
2320	7.321205079
2321	7.321205453
2322	7.321204705
2323	7.321203957
2324	7.321203583
2325	7.320823202
2326	7.320823202
2327	7.32082208
2328	7.32082208
2329	7.320817966
2330	7.320810859
2331	7.320804126
2332	7.320739792
2333	7.320739418
2334	7.320737548
2335	7.32068032
2336	7.320661992
2337	7.320661244
2338	7.320654885
2339	7.318284577
2340	7.318278217
2341	7.318277468
2342	7.318277094
2343	7.318242297
2344	7.318148381
2345	7.318147633
2346	7.318147259
2347	7.318146884
2348	7.318146136
2349	7.31814651
2350	7.318017047
2351	7.317998338
2352	7.317997589
2353	7.317997589
2354	7.317997215
2355	7.317995719
2356	7.317989358
2357	7.317989732
2358	7.317970274
2359	7.317931734
2360	7.317916767
2361	7.31791078
2362	7.317852033
2363	7.317850911
2364	7.317850162
2365	7.317850162
2366	7.317850162
2367	7.317834072
2368	7.317834072
2369	7.31783033
2370	7.317829208
2371	7.317827711
2372	7.31782135
2373	7.317807131
2374	7.317793286
2375	7.317792538
2376	7.317790667
2377	7.31760619
2378	7.317598332
2379	7.317593841
2380	7.317593841
2381	7.317575131
2382	7.317555299
2383	7.317495427
2384	7.317377552
2385	7.317369694
2386	7.317368945
2387	7.317368197
2388	7.317249946
2389	7.317249197
2390	7.317248075
2391	7.317228615
2392	7.31722899
2393	7.317227493
2394	7.317227119
2395	7.31667962
2396	7.316679245
2397	7.316678871
2398	7.31667438
2399	7.316673258
2400	7.316648183
2401	7.316648183
2402	7.316628348
2403	7.316545639
2404	7.316545265
2405	7.316544516
2406	7.316544142
2407	7.316543768
2408	7.316543393
2409	7.316463303
2410	7.316462929
2411	7.316460309
2412	7.31645507
2413	7.316454321
2414	7.316453198
2415	7.316422135
2416	7.316398557
2417	7.316380592
2418	7.316363002
2419	7.315933338
2420	7.315900027
2421	7.31588543
2422	7.315884682
2423	7.315066075
2424	7.315064577
2425	7.315048856
2426	7.315047733
2427	7.315046984
2428	7.315046984
2429	7.315039872
2430	7.315039123
2431	7.315033508
2432	7.315033508
2433	7.315032759
2434	7.315032385
2435	7.314998321
2436	7.314984471
2437	7.314984471
2438	7.314966503
2439	7.314966503
2440	7.314960514
2441	7.314954524
2442	7.314948909
2443	7.314948909
2444	7.314948161
2445	7.314947786
2446	7.314948161
2447	7.314281818
2448	7.314281069
2449	7.314275828
2450	7.314275454
2451	7.314275454
2452	7.314275079
2453	7.31427433
2454	7.314273956
2455	7.31427433
2456	7.313894712
2457	7.313894338
2458	7.313894712
2459	7.313888348
2460	7.313889096
2461	7.313887973
2462	7.312855715
2463	7.312854966
2464	7.312790562
2465	7.312768844
2466	7.312768844
2467	7.312759858
2468	7.312757611
2469	7.312732523
2470	7.312702942
2471	7.312656136
2472	7.312655761
2473	7.312655761
2474	7.312655012
2475	7.312655387
2476	7.312654263
2477	7.312654263
2478	7.312654263
2479	7.312654263
2480	7.312653889
2481	7.312653515
2482	7.312654263
2483	7.312653515
2484	7.312649396
2485	7.312649396
2486	7.312649021
2487	7.312649396
2488	7.3126464
2489	7.312646774
2490	7.3126464
2491	7.3126464
2492	7.3126464
2493	7.312641158
2494	7.312629924
2495	7.31262955
2496	7.312629175
2497	7.312558029
2498	7.31255391
2499	7.312535936
2500	7.312535562
2501	7.312535187
2502	7.312518711
2503	7.312504482
2504	7.312499239
2505	7.312498865
2506	7.312498116
2507	7.3124749
2508	7.312474525
2509	7.312438202
2510	7.312427718
2511	7.312202662
2512	7.309731844
2513	7.30973072
2514	7.309616466
2515	7.309519442
2516	7.309496966
2517	7.309496591
2518	7.309495093
2519	7.309480483
2520	7.309369971
2521	7.309344122
2522	7.309323893
2523	7.309322769
2524	7.309297295
2525	7.309296546
2526	7.309295422
2527	7.309295047
2528	7.309294672
2529	7.309292425
2530	7.309290926
2531	7.30928231
2532	7.309281561
2533	7.309281186
2534	7.309276691
2535	7.309068397
2536	7.309067273
2537	7.309067273
2538	7.308636806
2539	7.308621445
2540	7.308620696
2541	7.306725435
2542	7.306238988
2543	7.306102192
2544	7.306087576
2545	7.306085327
2546	7.306081954
2547	7.306079705
2548	7.306079705
2549	7.304675242
2550	7.304673743
2551	7.304672993
2552	7.304672243
2553	7.304349482
2554	7.304348358
2555	7.304206278
2556	7.304194282
2557	7.304187159
2558	7.304181911
2559	7.304165416
2560	7.304164666
2561	7.299223878
2562	7.299223128
2563	7.299185239
2564	7.299087326
2565	7.299079073
2566	7.299071195
2567	7.299067068
2568	7.299053188
2569	7.299048686
2570	7.299038557
2571	7.298747436
2572	7.298662648
2573	7.298585363
2574	7.298580111
2575	7.298533964
2576	7.298529837
2577	7.298265334
2578	7.298260832
2579	7.298252203
2580	7.298236445
2581	7.298235694
2582	7.296153468
2583	7.29615009
2584	7.29614371
2585	7.296134327
2586	7.296130574
2587	7.295798803
2588	7.295759395
2589	7.295752639
2590	7.295744382
2591	7.295744382
2592	7.295721863
2593	7.29571811
2594	7.290471132
2595	7.290463996
2596	7.290347562
2597	7.289729305
2598	7.289727051
2599	7.289724797
2600	7.289724046
2601	7.289724046
2602	7.28972029
2603	7.289703011
2604	7.289698128
2605	7.289695874
2606	7.289695123
2607	7.289693245
2608	7.289680849
2609	7.289677468
2610	7.289677093
2611	7.28967559
2612	7.289671458
2613	7.289670331
2614	7.28965155
2615	7.289543742
2616	7.289542991
2617	7.289539986
2618	7.289465234
2619	7.289461477
2620	7.289458848
2621	7.289455467
2622	7.289451711
2623	7.28878454
2624	7.288506158
2625	7.282182791
2626	7.282181663
2627	7.282180159
2628	7.282179783
2629	7.282171134
2630	7.282167374
2631	7.282164366
2632	7.282163238
2633	7.282162862
2634	7.282161734
2635	7.282159478
2636	7.28215835
2637	7.282157974
2638	7.282156846
2639	7.282154966
2640	7.282153461
2641	7.282153461
2642	7.282152709
2643	7.282152333
2644	7.282151581
2645	7.282150077
2646	7.282149325
2647	7.282148949
2648	7.282148197
2649	7.281932359
2650	7.281931983
2651	7.281931607
2652	7.281930479
2653	7.281928223
2654	7.281923334
2655	7.281912806
2656	7.281911301
2657	7.281911301
2658	7.281911301
2659	7.281910173
2660	7.281909797
2661	7.281904157
2662	7.281903781
2663	7.281903781
2664	7.281805636
2665	7.281788338
2666	7.281610846
2667	7.281593172
2668	7.281593548
2669	7.281593548
2670	7.281572489
2671	7.281572113
2672	7.281571737
2673	7.281297969
2674	7.281298345
2675	7.281293456
2676	7.281293832
2677	7.281293832
2678	7.281293456
2679	7.281292704
2680	7.281263747
2681	7.281262995
2682	7.281262619
2683	7.281262619
2684	7.281262243
2685	7.281261867
2686	7.279621664
2687	7.279614517
2688	7.279614141
2689	7.279613765
2690	7.279613012
2691	7.279591948
2692	7.279591196
2693	7.279570131
2694	7.279569379
2695	7.279567874
2696	7.279549066
2697	7.277565717
2698	7.277564964
2699	7.277546904
2700	7.27754728
2701	7.277548033
2702	7.277545399
2703	7.277545023
2704	7.277543141
2705	7.277526962
2706	7.277525081
2707	7.277525081
2708	7.277524705
2709	7.277524705
2710	7.277524328
2711	7.277523952
2712	7.277523952
2713	7.277523576
2714	7.277519813
2715	7.277519813
2716	7.277519437
2717	7.277284648
2718	7.277283143
2719	7.277283143
2720	7.277281262
2721	7.27703894
2722	7.277037811
2723	7.277036306
2724	7.277036306
2725	7.277035929
2726	7.277035553
2727	7.277033295
2728	7.274693943
2729	7.27322883
2730	7.273229583
2731	7.27322883
2732	7.273228453
2733	7.273228453
2734	7.273183276
2735	7.273169722
2736	7.273169722
2737	7.273169722
2738	7.273169346
2739	7.273169346
2740	7.273167463
2741	7.273044352
2742	7.273044352
2743	7.273044729
2744	7.273037199
2745	7.273036823
2746	7.273036823
2747	7.273036446
2748	7.273035317
2749	7.273033434
2750	7.273033811
2751	7.273033811
2752	7.273032305
2753	7.273031928
2754	7.273032681
2755	7.273031928
2756	7.273032305
2757	7.273016869
2758	7.272935923
2759	7.272934417
2760	7.272934417
2761	7.272932534
2762	7.272932534
2763	7.272932158
2764	7.272861
2765	7.272787582
2766	7.272786829
2767	7.272786829
2768	7.272786452
2769	7.272776663
2770	7.272772145
2771	7.272765368
2772	7.272764239
2773	7.272762733
2774	7.272748049
2775	7.272740142
2776	7.272731859
2777	7.27269835
2778	7.272690443
2779	7.272682913
2780	7.272682537
2781	7.272110222
2782	7.272106833
2783	7.272105327
2784	7.27210382
2785	7.272045833
2786	7.272038679
2787	7.272031148
2788	7.271727649
2789	7.27172539
2790	7.271714846
2791	7.271714093
2792	7.271706562
2793	7.271289699
2794	7.271283297
2795	7.271230199
2796	7.271230576
2797	7.271221538
2798	7.271219655
2799	7.271218902
2800	7.271213253
2801	7.271199319
2802	7.271198943
2803	7.271185386
2804	7.271177854
2805	7.27092742
2806	7.27092629
2807	7.270917628
2808	7.270916875
2809	7.270890136
2810	7.269735385
2811	7.269732372
2812	7.269725592
2813	7.269719942
2814	7.269713539
2815	7.269707512
2816	7.269701109
2817	7.269695459
2818	7.269694329
2819	7.269692446
2820	7.269686796
2821	7.269686043
2822	7.268328797
2823	7.268323523
2824	7.268311091
2825	7.268312221
2826	7.268306947
2827	7.268302049
2828	7.268246292
2829	7.268236497
2830	7.268228585
2831	7.268226325
2832	7.268225948
2833	7.268221051
2834	7.26821992
2835	7.268217283
2836	7.268213139
2837	7.268208995
2838	7.268135907
2839	7.268135907
2840	7.26810426
2841	7.267045152
2842	7.267034601
2843	7.267005587
2844	7.266951705
2845	7.266881618
2846	7.266881242
2847	7.266881995
2848	7.266880488
2849	7.266880488
2850	7.266880111
2851	7.266879358
2852	7.266870314
2853	7.266870314
2854	7.266868807
2855	7.26235775
2856	7.262352471
2857	7.262351717
2858	7.262347193
2859	7.262340029
2860	7.26233475
2861	7.262330226
2862	7.262330226
2863	7.262302701
2864	7.262299685
2865	7.261559128
2866	7.261528207
2867	7.261526698
2868	7.261470135
2869	7.261441476
2870	7.261414703
2871	7.261388683
2872	7.261387552
2873	7.261374731
2874	7.261372845
2875	7.261366435
2876	7.261364926
2877	7.261363795
2878	7.260121914
2879	7.260054402
2880	7.260052516
2881	7.260048368
2882	7.26004007
2883	7.259960865
2884	7.25990165
2885	7.259900518
2886	7.259899764
2887	7.259878642
2888	7.259825083
2889	7.259822443
2890	7.25982282
2891	7.259739841
2892	7.259739464
2893	7.259666668
2894	7.259655353
2895	7.259586705
2896	7.259587082
2897	7.259576143
2898	7.25915104
2899	7.259140101
2900	7.259118223
2901	7.259055605
2902	7.259048815
2903	7.259047307
2904	7.258876803
2905	7.25887718
2906	7.258858319
2907	7.25885417
2908	7.258811543
2909	7.258809657
2910	7.258793059
2911	7.258774575
2912	7.258721008
2913	7.258718744
2914	7.258701769
2915	7.258684039
2916	7.254674061
2917	7.254672174
2918	7.254671796
2919	7.254655189
2920	7.254648017
2921	7.254592533
2922	7.254587626
2923	7.252913453
2924	7.252896842
2925	7.252876832
2926	7.252872302
2927	7.252870414
2928	7.251770566
2929	7.251761504
2930	7.251760371
2931	7.251753574
2932	7.251750176
2933	7.25174489
2934	7.251730919
2935	7.251725255
2936	7.251722989
2937	7.251721856
2938	7.251721856
2939	7.25170713
2940	7.251705997
2941	7.2516992
2942	7.251697312
2943	7.251696935
2944	7.251682964
2945	7.251682964
2946	7.251571194
2947	7.251413731
2948	7.251366151
2949	7.25136011
2950	7.251358599
2951	7.251295915
2952	7.251294027
2953	7.250684146
2954	7.250661865
2955	7.250632786
2956	7.249349028
2957	7.24933883
2958	7.249325987
2959	7.249306724
2960	7.249134858
2961	7.249133347
2962	7.249129192
2963	7.249118238
2964	7.24910955
2965	7.249100862
2966	7.249099351
2967	7.249098973
2968	7.249098218
2969	7.249052134
2970	7.249048735
2971	7.249040047
2972	7.249033625
2973	7.248990185
2974	7.248984519
2975	7.248978098
2976	7.248978475
2977	7.248976587
2978	7.248967521
2979	7.248967143
2980	7.248938057
2981	7.248911993
2982	7.248912371
2983	7.248906705
2984	7.24888404
2985	7.248877618
2986	7.248874219
2987	7.248873085
2988	7.248872708
2989	7.248856465
2990	7.248850798
2991	7.248841355
2992	7.248827756
2993	7.248826623
2994	7.248826623
2995	7.248825867
2996	7.245839536
2997	7.245839158
2998	7.245839158
2999	7.24583878
3000	7.245838402
3001	7.245817618
3002	7.245817618
3003	7.245817618
3004	7.24581724
3005	7.244980133
3006	7.244979377
3007	7.243932008
3008	7.243930874
3009	7.243930118
3010	7.243928606
3011	7.243928228
3012	7.243928228
3013	7.243903279
3014	7.243902523
3015	7.243887781
3016	7.243887403
3017	7.243886269
3018	7.243862455
3019	7.243306764
3020	7.243298069
3021	7.243297691
3022	7.243296557
3023	7.243296935
3024	7.243296179
3025	7.243295801
3026	7.243295801
3027	7.243293533
3028	7.243292777
3029	7.243292399
3030	7.243293533
3031	7.243292777
3032	7.243292777
3033	7.243292777
3034	7.243292777
3035	7.243292399
3036	7.242735152
3037	7.242732884
3038	7.242732128
3039	7.242732506
3040	7.24273175
3041	7.242729859
3042	7.242727969
3043	7.242726835
3044	7.242727213
3045	7.242726835
3046	7.242727213
3047	7.242724566
3048	7.242724566
3049	7.242724945
3050	7.242201683
3051	7.242199792
3052	7.242199414
3053	7.241452264
3054	7.241450751
3055	7.241451507
3056	7.241449617
3057	7.241449995
3058	7.241446592
3059	7.241421635
3060	7.241421257
3061	7.241421257
3062	7.241420879
3063	7.241406131
3064	7.24140651
3065	7.241115718
3066	7.241093029
3067	7.240219448
3068	7.240219448
3069	7.24021907
3070	7.240219448
3071	7.240219826
3072	7.240203186
3073	7.240202807
3074	7.240202429
3075	7.2397013
3076	7.2397013
3077	7.239161555
3078	7.239148316
3079	7.23812091
3080	7.238118262
3081	7.238115992
3082	7.238114857
3083	7.238106912
3084	7.238105778
3085	7.237613205
3086	7.23760299
3087	7.232249108
3088	7.231605437
3089	7.231232081
3090	7.231222615
3091	7.231216935
3092	7.231216935
3093	7.230813264
3094	7.230812128
3095	7.230811749
3096	7.230594758
3097	7.230589456
3098	7.230586805
3099	7.230586426
3100	7.230584911
3101	7.230584533
3102	7.230575444
3103	7.230401997
3104	7.230401239
3105	7.230399346
3106	7.230398588
3107	7.230389499
3108	7.230390257
3109	7.230386091
3110	7.230381546
3111	7.230372079
3112	7.230371321
3113	7.230371321
3114	7.230370185
3115	7.230369428
3116	7.230363747
3117	7.230362611
3118	7.230360717
3119	7.230360717
3120	7.230353143
3121	7.230352386
3122	7.230203929
3123	7.229282822
3124	7.229281686
3125	7.229266914
3126	7.229255551
3127	7.229255929
3128	7.229242672
3129	7.227987317
3130	7.227946024
3131	7.227945645
3132	7.227578541
3133	7.227565281
3134	7.227564144
3135	7.227563766
3136	7.2275524
3137	7.227552021
3138	7.227550505
3139	7.227543307
3140	7.227542928
3141	7.227542171
3142	7.227541792
3143	7.227012884
3144	7.223193824
3145	7.223193066
3146	7.223193066
3147	7.223191929
3148	7.223190413
3149	7.223190034
3150	7.223190034
3151	7.223189275
3152	7.223188896
3153	7.223185864
3154	7.223184726
3155	7.223182452
3156	7.221802438
3157	7.221801679
3158	7.221801679
3159	7.221797888
3160	7.22179675
3161	7.221794096
3162	7.221793717
3163	7.221793717
3164	7.22179258
3165	7.221758455
3166	7.221758455
3167	7.221279556
3168	7.22127766
3169	7.221030425
3170	7.221030045
3171	7.221023599
3172	7.221021324
3173	7.221020565
3174	7.220991746
3175	7.220991367
3176	7.220543134
3177	7.220537067
3178	7.220536308
3179	7.220535929
3180	7.220535171
3181	7.220532516
3182	7.220532137
3183	7.220532516
3184	7.220530999
3185	7.220528724
3186	7.220527965
3187	7.220522656
3188	7.220521518
3189	7.22052076
3190	7.220518105
3191	7.220512038
3192	7.220506728
3193	7.220507108
3194	7.220501798
3195	7.220497248
3196	7.22049611
3197	7.220473735
3198	7.220450982
3199	7.22043695
3200	7.220418368
3201	7.220236712
3202	7.220236712
3203	7.220219646
3204	7.220220026
3205	7.220209407
3206	7.220208648
3207	7.219839255
3208	7.219830911
3209	7.219831669
3210	7.219830152
3211	7.219814982
3212	7.219814223
3213	7.219803983
3214	7.219803224
3215	7.219802466
3216	7.219801328
3217	7.219796398
3218	7.21979488
3219	7.219766056
