iter	RMSE
731	7.734736586
732	7.722932806
733	7.722598096
734	7.722592423
735	7.722587459
736	7.722499524
737	7.722481796
738	7.722478959
739	7.722248125
740	7.721694946
741	7.721689981
742	7.721685371
743	7.721520119
744	7.7215187
745	7.72151409
746	7.72150948
747	7.719194153
748	7.719189897
749	7.719187768
750	7.71918564
751	7.719027074
752	7.719023172
753	7.719018915
754	7.719017141
755	7.719013949
756	7.719009337
757	7.71900579
758	7.719002597
759	7.719000114
760	7.718997276
761	7.716897293
762	7.716894809
763	7.71689268
764	7.716890196
765	7.716888777
766	7.716833423
767	7.716552741
768	7.716551676
769	7.716549547
770	7.716546708
771	7.716544934
772	7.716544934
773	7.71654316
774	7.716539611
775	7.716434929
776	7.716434574
777	7.716380281
778	7.716378507
779	7.716378507
780	7.716378862
781	7.716153523
782	7.715900142
783	7.715027796
784	7.715027441
785	7.715023892
786	7.715023182
787	7.715022472
788	7.714525566
789	7.714522017
790	7.714373648
791	7.714373648
792	7.714373648
793	7.714371874
794	7.714372229
795	7.714370809
796	7.714370099
797	7.714266453
798	7.714221728
799	7.713765593
800	7.713290617
801	7.713290262
802	7.713236301
803	7.713235591
804	7.710771828
805	7.710770408
806	7.710562307
807	7.71051472
808	7.710468198
809	7.710306611
810	7.710305191
811	7.710259733
812	7.709903874
813	7.709577123
814	7.709532726
815	7.70953166
816	7.709487264
817	7.709486553
818	7.709485843
819	7.709485132
820	7.699567917
821	7.69956685
822	7.699264556
823	7.699222234
824	7.699179911
825	7.699170664
826	7.699164618
827	7.699164262
828	7.69849703
829	7.698496674
830	7.697682828
831	7.697609905
832	7.697331368
833	7.697331012
834	7.697074877
835	7.69707381
836	7.696509571
837	7.696509216
838	7.696469369
839	7.696467946
840	7.696468301
841	7.696403194
842	7.696186877
843	7.696186165
844	7.696147384
845	7.696103622
846	7.696102554
847	7.696102198
848	7.696101843
849	7.696061638
850	7.696061638
851	7.694518753
852	7.694519109
853	7.694507365
854	7.694469287
855	7.694431921
856	7.693426875
857	7.693426875
858	7.68635724
859	7.686319122
860	7.686258916
861	7.686071526
862	7.68607117
863	7.685899452
864	7.685898383
865	7.685864181
866	7.685019424
867	7.684875118
868	7.684834142
869	7.68479958
870	7.684798867
871	7.684798511
872	7.684765017
873	7.68476466
874	7.684629971
875	7.684629971
876	7.684629614
877	7.684593982
878	7.684560131
879	7.684526279
880	7.6837555
881	7.683723427
882	7.68372307
883	7.683722714
884	7.683722714
885	7.683669615
886	7.683638254
887	7.683637898
888	7.681716105
889	7.681235225
890	7.678694511
891	7.678662417
892	7.678631393
893	7.678631036
894	7.67863068
895	7.678525481
896	7.678524768
897	7.678524768
898	7.676710844
899	7.675950337
900	7.67289721
901	7.672866519
902	7.672836541
903	7.672835828
904	7.672835828
905	7.6728344
906	7.672370095
907	7.672369738
908	7.672369738
909	7.672370095
910	7.672369381
911	7.672271234
912	7.672180581
913	7.669420867
914	7.669420867
915	7.669391233
916	7.66939159
917	7.669363741
918	7.66933625
919	7.663848792
920	7.663815207
921	7.663751251
922	7.654516381
923	7.653930044
924	7.653930044
925	7.649569209
926	7.648887627
927	7.648803141
928	7.648803141
929	7.645099154
930	7.645008895
931	7.644985614
932	7.644980958
933	7.644980241
934	7.644629582
935	7.641849168
936	7.64184881
937	7.641846302
938	7.637849631
939	7.637846046
940	7.637842102
941	7.630781614
942	7.630722046
943	7.630722764
944	7.630675756
945	7.630676114
946	7.630652072
947	7.630598604
948	7.630512121
949	7.630433173
950	7.630433532
951	7.630392981
952	7.629850369
953	7.629811968
954	7.629809815
955	7.629810174
956	7.624495028
957	7.624495028
958	7.624495387
959	7.624495028
960	7.624494668
961	7.624468811
962	7.623339961
963	7.623339961
964	7.623221427
965	7.623221427
966	7.623221427
967	7.622820195
968	7.622820555
969	7.622437623
970	7.62201695
971	7.621832652
972	7.620861508
973	7.620727485
974	7.620720658
975	7.620720658
976	7.620369961
977	7.613996738
978	7.613996379
979	7.613875542
980	7.608111268
981	7.608110548
982	7.608109828
983	7.608109828
984	7.607988898
985	7.607988178
986	7.607988178
987	7.607987458
988	7.607987098
989	7.607674326
990	7.607673246
991	7.607672886
992	7.607672886
993	7.607672167
994	7.60765489
995	7.60765453
996	7.60765489
997	7.60765417
998	7.60765417
999	7.60765345
1000	7.60765381
1001	7.60765345
1002	7.607635814
1003	7.607635814
1004	7.607635454
1005	7.606934275
1006	7.60186969
1007	7.601868969
1008	7.60186933
1009	7.59720073
1010	7.597182708
1011	7.597077103
1012	7.594672284
1013	7.594668678
1014	7.594668318
1015	7.594664712
1016	7.594661828
1017	7.594639474
1018	7.594626855
1019	7.594626134
1020	7.594624692
1021	7.594603419
1022	7.594603059
1023	7.594603419
1024	7.594603419
1025	7.594582147
1026	7.594582507
1027	7.594580705
1028	7.594567004
1029	7.594565201
1030	7.59456448
1031	7.59456448
1032	7.59456448
1033	7.594542486
1034	7.594541405
1035	7.594541765
1036	7.594541765
1037	7.594500662
1038	7.594498499
1039	7.594407278
1040	7.594387087
1041	7.594387087
1042	7.594386726
1043	7.594387087
1044	7.594386726
1045	7.593860652
1046	7.593485996
1047	7.593403418
1048	7.593325527
1049	7.593303169
1050	7.593278647
1051	7.593279368
1052	7.593041722
1053	7.593041361
1054	7.593030903
1055	7.593030542
1056	7.593022969
1057	7.593000971
1058	7.593000971
1059	7.592907929
1060	7.592835082
1061	7.59281705
1062	7.59279433
1063	7.588040397
1064	7.58796642
1065	7.587931416
1066	7.587914455
1067	7.587881977
1068	7.587881977
1069	7.587881977
1070	7.587881617
1071	7.587864656
1072	7.587864656
1073	7.587795368
1074	7.584953327
1075	7.584946829
1076	7.584858382
1077	7.58485766
1078	7.584835638
1079	7.584829862
1080	7.584813616
1081	7.584731304
1082	7.584656934
1083	7.584601698
1084	7.584533103
1085	7.584532381
1086	7.584530215
1087	7.584467034
1088	7.584460536
1089	7.584437791
1090	7.584437069
1091	7.584421906
1092	7.584421183
1093	7.58440602
1094	7.584385441
1095	7.584385441
1096	7.584366667
1097	7.58435006
1098	7.582718722
1099	7.582671416
1100	7.582656971
1101	7.582655527
1102	7.582655166
1103	7.582642166
1104	7.574417947
1105	7.574403125
1106	7.574368781
1107	7.57436842
1108	7.574354682
1109	7.574353598
1110	7.57435179
1111	7.574338052
1112	7.574279849
1113	7.574279126
1114	7.574278764
1115	7.574277679
1116	7.574263942
1117	7.57423249
1118	7.574225621
1119	7.574211883
1120	7.57421116
1121	7.57421116
1122	7.574198145
1123	7.574196699
1124	7.57391037
1125	7.573911093
1126	7.573831194
1127	7.573829747
1128	7.573783109
1129	7.573782747
1130	7.57376937
1131	7.573755993
1132	7.57374117
1133	7.573734662
1134	7.57041353
1135	7.570410636
1136	7.570410636
1137	7.570410274
1138	7.57036904
1139	7.570368678
1140	7.570367593
1141	7.57036687
1142	7.570366147
1143	7.57035421
1144	7.570342636
1145	7.570319487
1146	7.570319487
1147	7.568358428
1148	7.56834685
1149	7.568334911
1150	7.568335272
1151	7.568016158
1152	7.568010369
1153	7.568004942
1154	7.567994811
1155	7.567983233
1156	7.567981423
1157	7.567981062
1158	7.567981062
1159	7.567965865
1160	7.567947051
1161	7.567947051
1162	7.567947051
1163	7.567947051
1164	7.567946689
1165	7.56784357
1166	7.564511887
1167	7.564494874
1168	7.564494512
1169	7.564494512
1170	7.564493788
1171	7.564489082
1172	7.56448872
1173	7.564489082
1174	7.564489806
1175	7.564488358
1176	7.564488358
1177	7.564476774
1178	7.564477136
1179	7.564477136
1180	7.563104004
1181	7.563100745
1182	7.563029059
1183	7.563028697
1184	7.563029421
1185	7.563018559
1186	7.563016749
1187	7.563006249
1188	7.563003353
1189	7.562993215
1190	7.562978371
1191	7.562978371
1192	7.562968595
1193	7.562959182
1194	7.562959182
1195	7.562959182
1196	7.562950131
1197	7.562904873
1198	7.562904873
1199	7.561606052
1200	7.55716368
1201	7.55715426
1202	7.557142303
1203	7.557099547
1204	7.55709846
1205	7.55709846
1206	7.55708143
1207	7.557072009
1208	7.552309367
1209	7.552301028
1210	7.552300303
1211	7.552284713
1212	7.552283988
1213	7.552279999
1214	7.55227166
1215	7.542473744
1216	7.542454866
1217	7.542450873
1218	7.54235394
1219	7.541888863
1220	7.538339755
1221	7.533576175
1222	7.533576902
1223	7.533576175
1224	7.533541282
1225	7.533447143
1226	7.533437692
1227	7.53343333
1228	7.533400617
1229	7.533400617
1230	7.53339153
1231	7.532857562
1232	7.532857562
1233	7.532855744
1234	7.532855744
1235	7.532660903
1236	7.532630732
1237	7.532602377
1238	7.532590018
1239	7.532563845
1240	7.532550031
1241	7.532546396
1242	7.532520949
1243	7.532513315
1244	7.532513679
1245	7.532490777
1246	7.532489686
1247	7.532488596
1248	7.532466421
1249	7.5324457
1250	7.532446064
1251	7.532445337
1252	7.532444973
1253	7.532428251
1254	7.532408984
1255	7.532405349
1256	7.532404985
1257	7.532390081
1258	7.532371904
1259	7.532355182
1260	7.532354455
1261	7.532271207
1262	7.53227157
1263	7.532255211
1264	7.531692077
1265	7.53168117
1266	7.53166481
1267	7.53164954
1268	7.531649177
1269	7.531573192
1270	7.531572828
1271	7.531557922
1272	7.531548833
1273	7.531548469
1274	7.531489207
1275	7.531475755
1276	7.527244419
1277	7.527231323
1278	7.527230959
1279	7.527218955
1280	7.527205859
1281	7.527193854
1282	7.527182577
1283	7.527182577
1284	7.527182213
1285	7.527170208
1286	7.527163297
1287	7.527162933
1288	7.527152019
1289	7.527141834
1290	7.527139651
1291	7.527138923
1292	7.527129829
1293	7.52711455
1294	7.52711455
1295	7.527112731
1296	7.527103273
1297	7.52709527
1298	7.527090904
1299	7.527083629
1300	7.527081446
1301	7.527073806
1302	7.527061438
1303	7.527053435
1304	7.527046886
1305	7.527041066
1306	7.527034518
1307	7.527027242
1308	7.526352753
1309	7.526347296
1310	7.526347296
1311	7.526341111
1312	7.526338564
1313	7.526338564
1314	7.526324739
1315	7.526324739
1316	7.52632292
1317	7.52631055
1318	7.526304729
1319	7.52629818
1320	7.52629818
1321	7.526296725
1322	7.526290176
1323	7.526283991
1324	7.526272712
1325	7.52627344
1326	7.526267255
1327	7.526266891
1328	7.526257068
1329	7.52625634
1330	7.526250883
1331	7.526245062
1332	7.522234657
1333	7.522235021
1334	7.522233929
1335	7.522233929
1336	7.522223373
1337	7.522221553
1338	7.522221553
1339	7.522212816
1340	7.522212452
1341	7.522212452
1342	7.522212452
1343	7.52221136
1344	7.522202988
1345	7.522185515
1346	7.522175686
1347	7.522175322
1348	7.522170226
1349	7.522169862
1350	7.522169862
1351	7.522124723
1352	7.522118171
1353	7.522113438
1354	7.522113438
1355	7.522113438
1356	7.52207012
1357	7.522065023
1358	7.522055922
1359	7.521988941
1360	7.521987849
1361	7.521982753
1362	7.521976564
1363	7.521975836
1364	7.521975836
1365	7.521975472
1366	7.521975472
1367	7.52151314
1368	7.521508771
1369	7.521509135
1370	7.521500762
1371	7.521496029
1372	7.521492025
1373	7.521492025
1374	7.521490569
1375	7.521486564
1376	7.521485836
1377	7.520910245
1378	7.520910245
1379	7.520897138
1380	7.520896774
1381	7.520890948
1382	7.520889856
1383	7.518954872
1384	7.518954872
1385	7.518954508
1386	7.518951958
1387	7.518952323
1388	7.518947224
1389	7.518947224
1390	7.518928287
1391	7.518928651
1392	7.518928287
1393	7.518928287
1394	7.518924281
1395	7.518923917
1396	7.518919547
1397	7.518918818
1398	7.515949452
1399	7.515227331
1400	7.515218587
1401	7.514975921
1402	7.514972277
1403	7.513555475
1404	7.513554382
1405	7.513550373
1406	7.51354272
1407	7.51354272
1408	7.513541262
1409	7.509619607
1410	7.505721075
1411	7.505720345
1412	7.505720345
1413	7.504658648
1414	7.504658283
1415	7.503757365
1416	7.50375554
1417	7.503300114
1418	7.503295734
1419	7.503286976
1420	7.503281502
1421	7.503228221
1422	7.502032218
1423	7.502031853
1424	7.502031853
1425	7.502031488
1426	7.502030758
1427	7.502030758
1428	7.502027473
1429	7.502026378
1430	7.502023458
1431	7.502020538
1432	7.502019808
1433	7.502020538
1434	7.502016888
1435	7.502013968
1436	7.502010683
1437	7.499286567
1438	7.499286202
1439	7.499282916
1440	7.499282551
1441	7.499282551
1442	7.499251879
1443	7.499252245
1444	7.499251514
1445	7.499250784
1446	7.488019639
1447	7.487670771
1448	7.487580444
1449	7.487579712
1450	7.487570204
1451	7.487517542
1452	7.487508034
1453	7.487407099
1454	7.487407099
1455	7.487407464
1456	7.487354802
1457	7.487354436
1458	7.487146708
1459	7.487146342
1460	7.487142685
1461	7.486423638
1462	7.486226857
1463	7.48576378
1464	7.483396737
1465	7.483394908
1466	7.483394908
1467	7.483391249
1468	7.483391249
1469	7.480082717
1470	7.480082351
1471	7.480070637
1472	7.480062217
1473	7.480017191
1474	7.480017557
1475	7.479891627
1476	7.479321255
1477	7.479321255
1478	7.479178839
1479	7.479178839
1480	7.479178106
1481	7.479144424
1482	7.479140397
1483	7.479140763
1484	7.479129413
1485	7.479126484
1486	7.479096463
1487	7.479084381
1488	7.478856652
1489	7.478856286
1490	7.478835417
1491	7.478836149
1492	7.47882663
1493	7.478827362
1494	7.4788237
1495	7.478824067
1496	7.478824433
1497	7.478824433
1498	7.478698849
1499	7.47866846
1500	7.477000881
1501	7.477000881
1502	7.47442408
1503	7.474368396
1504	7.474230281
1505	7.474229915
1506	7.474229915
1507	7.474229915
1508	7.474228449
1509	7.474228449
1510	7.474228083
1511	7.473798335
1512	7.473780749
1513	7.473560919
1514	7.473550294
1515	7.47355066
1516	7.473550294
1517	7.47353857
1518	7.47307947
1519	7.473079103
1520	7.473079103
1521	7.473078737
1522	7.473079836
1523	7.473079103
1524	7.47307947
1525	7.473079103
1526	7.473067012
1527	7.47305492
1528	7.473047225
1529	7.471025448
1530	7.467739672
1531	7.467299651
1532	7.466033344
1533	7.46603261
1534	7.466027842
1535	7.466026742
1536	7.466026742
1537	7.465636501
1538	7.465608259
1539	7.465606425
1540	7.465592855
1541	7.465592488
1542	7.465573415
1543	7.465573415
1544	7.465573048
1545	7.464041216
1546	7.464041216
1547	7.463020921
1548	7.463021288
1549	7.463020921
1550	7.463021288
1551	7.463011015
1552	7.463010281
1553	7.46300808
1554	7.463007713
1555	7.45894532
1556	7.451183959
1557	7.451179916
1558	7.451180284
1559	7.45044233
1560	7.45044233
1561	7.450437919
1562	7.450232102
1563	7.448804825
1564	7.448804825
1565	7.448804825
1566	7.448804825
1567	7.448752257
1568	7.448752257
1569	7.44871035
1570	7.448703733
1571	7.448701527
1572	7.448701527
1573	7.448699321
1574	7.448675426
1575	7.443618304
1576	7.443285013
1577	7.443280598
1578	7.443280231
1579	7.443279863
1580	7.441924841
1581	7.441922266
1582	7.441909756
1583	7.441909388
1584	7.441909388
1585	7.441894302
1586	7.44189283
1587	7.44189283
1588	7.439348406
1589	7.439346566
1590	7.43934583
1591	7.439346198
1592	7.439345462
1593	7.43934583
1594	7.439345094
1595	7.436114179
1596	7.436100555
1597	7.43609945
1598	7.436096136
1599	7.436078092
1600	7.436075146
1601	7.436075146
1602	7.436071832
1603	7.436071832
1604	7.436068886
1605	7.436062626
1606	7.43606189
1607	7.436060049
1608	7.434384386
1609	7.434377388
1610	7.433229247
1611	7.433229616
1612	7.433229247
1613	7.43319683
1614	7.433185779
1615	7.43318541
1616	7.433181727
1617	7.433173254
1618	7.433172885
1619	7.433173254
1620	7.433172885
1621	7.433172885
1622	7.433136047
1623	7.433136047
1624	7.433127206
1625	7.422667394
1626	7.422654482
1627	7.422654851
1628	7.422654851
1629	7.422651531
1630	7.422631979
1631	7.421114898
1632	7.421106043
1633	7.421106043
1634	7.421106043
1635	7.421105305
1636	7.416125381
1637	7.416050058
1638	7.416041935
1639	7.415971781
1640	7.415965135
1641	7.415959596
1642	7.415906796
1643	7.415906427
1644	7.415886118
1645	7.415859903
1646	7.415855841
1647	7.415851041
1648	7.415845871
1649	7.415323379
1650	7.415323379
1651	7.415130619
1652	7.415106986
1653	7.415103662
1654	7.415100708
1655	7.415097754
1656	7.41508963
1657	7.41508963
1658	7.415086676
1659	7.415085937
1660	7.412571468
1661	7.412553368
1662	7.412550043
1663	7.412548196
1664	7.412548196
